Metabolites,MetaboliteNames,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2+,Fibroblast_Tumor_FGFR2+,Fibroblast_Normal_ICAM1+,Fibroblast_Tumor_ICAM1+,Fibroblast_Normal_FAP+,Fibroblast_Tumor_FAP+,Fibroblast_Normal_ICAM1-,Fibroblast_Tumor_ICAM1-,Fibroblast_Normal_MFAP5+,Fibroblast_Tumor_MFAP5+,Fibroblast_Normal_CD73+,Fibroblast_Tumor_CD73+,Fibroblast_Normal_DES+,Fibroblast_Tumor_DES+,Macrophage_Normal_THBS1+,Macrophage_Tumor_THBS1+,Macrophage_Normal_VCAN+,Macrophage_Tumor_VCAN+,Macrophage_Normal_MARCO+,Macrophage_Tumor_MARCO+
MAM00096c,"(5)ppPur-mRNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00097e,"(5-L-glutamyl)-L-amino acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00098c,"(5S,6S)-epoxy-(15R)-hydroxy-ETE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00098x,"(5S,6S)-epoxy-(15R)-hydroxy-ETE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00098r,"(5S,6S)-epoxy-(15R)-hydroxy-ETE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00099m,"(5Z)-dodecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00099x,"(5Z)-dodecenoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00100c,"(5Z,8Z,11Z)-eicosatrienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00100m,"(5Z,8Z,11Z)-eicosatrienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00100r,"(5Z,8Z,11Z)-eicosatrienoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00101c,"(5Z,8Z,11Z)-eicosatrienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00101m,"(5Z,8Z,11Z)-eicosatrienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00101r,"(5Z,8Z,11Z)-eicosatrienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00102c,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00102m,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
MAM00102r,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00103c,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00103m,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00103r,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00104c,"(6Z,9Z)-octadecadienoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00104l,"(6Z,9Z)-octadecadienoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00104r,"(6Z,9Z)-octadecadienoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00104e,"(6Z,9Z)-octadecadienoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00105c,"(6Z,9Z)-octadecadienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00105m,"(6Z,9Z)-octadecadienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00105r,"(6Z,9Z)-octadecadienoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00106c,"(6Z,9Z)-octadecadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00106m,"(6Z,9Z)-octadecadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00106r,"(6Z,9Z)-octadecadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00107c,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00107m,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00107r,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00108c,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00108m,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00108r,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00109c,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
MAM00109r,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00110c,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00110x,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00110r,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00111c,"(6Z,9Z,12Z,15Z,18Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00111l,"(6Z,9Z,12Z,15Z,18Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00111r,"(6Z,9Z,12Z,15Z,18Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00111e,"(6Z,9Z,12Z,15Z,18Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00112c,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00112r,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00113c,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00113x,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00113r,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00114c,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00114l,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00114r,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00114e,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00115c,"(7Z)-octadecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00115l,"(7Z)-octadecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00115r,"(7Z)-octadecenoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00115e,"(7Z)-octadecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00116c,"(7Z)-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00116m,"(7Z)-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00116r,"(7Z)-octadecenoyl-CoA",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00117c,"(7Z)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00117l,"(7Z)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00117r,"(7Z)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00117e,"(7Z)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00118c,"(7Z)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00118m,"(7Z)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00118x,"(7Z)-tetradecenoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00118r,"(7Z)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00119c,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00119m,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00119r,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00120c,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00120m,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00120r,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00121c,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00121m,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00121r,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00122c,"(8Z,11Z)-eicosadienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00122m,"(8Z,11Z)-eicosadienoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00122r,"(8Z,11Z)-eicosadienoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00123c,"(8Z,11Z)-eicosadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00123m,"(8Z,11Z)-eicosadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00123r,"(8Z,11Z)-eicosadienoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00124c,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00124m,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00124r,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00125c,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00125m,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00125r,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00126c,"(9E)-octadecenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00126m,"(9E)-octadecenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00126r,"(9E)-octadecenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00127c,"(9E)-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00127m,"(9E)-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00127r,"(9E)-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00128c,"(9E)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00128l,"(9E)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00128r,"(9E)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00128e,"(9E)-tetradecenoic acid",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00129c,"(9E)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00129m,"(9E)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00129r,"(9E)-tetradecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00130c,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00130r,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00131c,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00131x,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
MAM00131r,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00132c,"(9Z,12Z,15Z,18Z)-TTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00132l,"(9Z,12Z,15Z,18Z)-TTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00132r,"(9Z,12Z,15Z,18Z)-TTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00132e,"(9Z,12Z,15Z,18Z)-TTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00133c,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1
MAM00133r,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00134c,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00134x,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
MAM00134r,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00135c,"(9Z,12Z,15Z,18Z,21Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00135l,"(9Z,12Z,15Z,18Z,21Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00135r,"(9Z,12Z,15Z,18Z,21Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00135e,"(9Z,12Z,15Z,18Z,21Z)-TPA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00136c,"(ADP-D-ribosyl)n+1-acceptor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00137c,"(ADP-D-ribosyl)n-acceptor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00138g,"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00138r,"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00139g,"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00139r,"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00140g,"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00140r,"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00141l,"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00142g,"(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00143g,"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00144g,"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00145g,"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00146g,"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00147g,"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00148g,"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00149g,"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00150g,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00151g,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00151r,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00152g,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00153g,"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00153r,"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00154r,"(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00155c,"(indol-3-yl)acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00157c,"(R)-3-hydroxybutanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00157m,"(R)-3-hydroxybutanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00157e,"(R)-3-hydroxybutanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00158c,"(R)-3-hydroxybutanoyl-[ACP]",1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
MAM00159m,"(R)-3-hydroxybutanoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00160c,"(R)-3-hydroxydecanoyl-[ACP]",1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
MAM00161c,"(R)-3-hydroxyoctanoyl-[ACP]",1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
MAM00162c,"(R)-3-hydroxypalmitoyl-[ACP]",1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
MAM00163c,"(R)-4-phosphopantothenoyl-cysteine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00163m,"(R)-4-phosphopantothenoyl-cysteine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00164c,"(R)-5-diphosphomevalonate",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00165c,"(R)-5-phosphomevalonate",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00166m,"(R)-methylmalonyl-CoA",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
MAM00167c,"(R)-mevalonate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00167x,"(R)-mevalonate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00168c,"(R)-S-lactoylglutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00168m,"(R)-S-lactoylglutathione",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00169c,"(S)-2-aminobutanoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00170m,"(S)-3-hydroxy-11-cis-octadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00170x,"(S)-3-hydroxy-11-cis-octadecenoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00171m,"(S)-3-hydroxy-2-methylbutyryl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00172m,"(S)-3-hydroxy-7-hexadecenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
