Metabolites,MetaboliteNames,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2+,Fibroblast_Tumor_FGFR2+,Fibroblast_Normal_ICAM1+,Fibroblast_Tumor_ICAM1+,Fibroblast_Normal_FAP+,Fibroblast_Tumor_FAP+,Fibroblast_Normal_ICAM1-,Fibroblast_Tumor_ICAM1-,Fibroblast_Normal_MFAP5+,Fibroblast_Tumor_MFAP5+,Fibroblast_Normal_CD73+,Fibroblast_Tumor_CD73+,Fibroblast_Normal_DES+,Fibroblast_Tumor_DES+,Macrophage_Normal_THBS1+,Macrophage_Tumor_THBS1+,Macrophage_Normal_VCAN+,Macrophage_Tumor_VCAN+,Macrophage_Normal_MARCO+,Macrophage_Tumor_MARCO+
MAM00437c,"1-acylglycerol-3P-10,13,16-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00438c,"1-acylglycerol-3P-10-heptade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00439c,"1-acylglycerol-3P-11,14,17-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00440c,"1-acylglycerol-3P-11,14-eicosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00441c,"1-acylglycerol-3P-11-docose",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00442c,"1-acylglycerol-3P-11-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00443c,"1-acylglycerol-3P-12,15,18,21-tetra",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00444c,"1-acylglycerol-3P-13,16,19-doco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00445c,"1-acylglycerol-3P-13,16-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00446c,"1-acylglycerol-3P-13-docose",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00447c,"1-acylglycerol-3P-13-eicose",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00448c,"1-acylglycerol-3P-13-octade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00449c,"1-acylglycerol-3P-15-tetra",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00450c,"1-acylglycerol-3P-4,7,10,13,16,19-doco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00451c,"1-acylglycerol-3P-4,7,10,13,16-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00452c,"1-acylglycerol-3P-5,8,11,14,17-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00453c,"1-acylglycerol-3P-5,8,11-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00454c,"1-acylglycerol-3P-5-tetrade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00455c,"1-acylglycerol-3P-6,9,12,15,18,21-tetra",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00456c,"1-acylglycerol-3P-6,9,12,15,18-tetraco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00457c,"1-acylglycerol-3P-6,9,12,15-octa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00458c,"1-acylglycerol-3P-6,9-octa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00459c,"1-acylglycerol-3P-7,10,13,16,19-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00460c,"1-acylglycerol-3P-7,10,13,16-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00461c,"1-acylglycerol-3P-7-hexade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00462c,"1-acylglycerol-3P-7-octade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00463c,"1-acylglycerol-3P-7-tetrade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00464c,"1-acylglycerol-3P-8,11,14,17-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00465c,"1-acylglycerol-3P-8,11-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00466c,"1-acylglycerol-3P-9,12,15,18,21-tetra",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00467c,"1-acylglycerol-3P-9,12,15,18-tetraco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00468c,"1-acylglycerol-3P-9-eicose",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00469c,"1-acylglycerol-3P-9-heptade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00470c,"1-acylglycerol-3P-9-octade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00471c,"1-acylglycerol-3P-9-tetrade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00472c,"1-acylglycerol-3P-arach",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00473c,"1-acylglycerol-3P-bile-PC pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00474c,"1-acylglycerol-3P-cis-vac",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00476c,"1-acylglycerol-3P-dihomo-gamma",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00477c,"1-acylglycerol-3P-docosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00478c,"1-acylglycerol-3P-eico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00479c,"1-acylglycerol-3P-gamma-lin",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00480c,"1-acylglycerol-3P-heneico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00481c,"1-acylglycerol-3P-heptade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00482c,"1-acylglycerol-3P-hexacosa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00483c,"1-acylglycerol-3P-hexecose",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00484c,"1-acylglycerol-3P-laur",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00485c,"1-acylglycerol-3P-LD-PC pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00486c,"1-acylglycerol-3P-LD-PE pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00487c,"1-acylglycerol-3P-LD-PI pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00488c,"1-acylglycerol-3P-LD-PS pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00489c,"1-acylglycerol-3P-LD-SM pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00490c,"1-acylglycerol-3P-LD-TG1 pool (liver tissue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00491c,"1-acylglycerol-3P-lin",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00492c,"1-acylglycerol-3P-linolen",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00493c,"1-acylglycerol-3P-myrist",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00494c,"1-acylglycerol-3P-nanode",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00495c,"1-acylglycerol-3P-ol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00496c,"1-acylglycerol-3P-palm",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00497c,"1-acylglycerol-3P-palmn",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00498c,"1-acylglycerol-3P-pentade",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00499c,"1-acylglycerol-3P-stea",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00500c,"1-acylglycerol-3P-tetraco",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00501c,"1-acylglycerol-3P-trico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00502c,"1-acylglycerol-3P-tridec",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00503c,"1-acylglycerol-chylomicron pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00503e,"1-acylglycerol-chylomicron pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00504c,"1-acylglycerol-LD-PC pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00505c,"1-acylglycerol-LD-PE pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00506c,"1-acylglycerol-LD-PI pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00507c,"1-acylglycerol-LD-PS pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00508c,"1-acylglycerol-LD-SM pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00509c,"1-acylglycerol-LD-TG1 pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00510c,"1-acylglycerol-VLDL pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00510e,"1-acylglycerol-VLDL pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00511c,"1-acyl-PE pool",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00512c,"1-alkenyl-2-acylglycerol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00513c,"1-alkyl-2-acetyl-sn-glycerol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00514c,"1-alkyl-2-acylglycerol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00515c,"1-alkyl-2-acylglycerophosphoethanolamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00516c,"1-alkyl-2-lysoglycerol-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00516e,"1-alkyl-2-lysoglycerol-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00518m,"1-alpha,24R,25-trihydroxyvitamin D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00519m,"1-alpha,25-dihydroxyvitamin D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00520c,"1-deoxy-1-(N6-lysino)-D-fructose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00521c,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00521n,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00522c,"1D-myo-inositol-1,3,4,5-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00522n,"1D-myo-inositol-1,3,4,5-tetrakisphosphate",1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
MAM00523c,"1D-myo-inositol-1,3,4,6-tetrakisphosphate",1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
MAM00523n,"1D-myo-inositol-1,3,4,6-tetrakisphosphate",1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
MAM00524c,"1D-myo-inositol-1,3,4-trisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00525c,"1D-myo-inositol-1,4,5,6-tetrakisphosphate",1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
MAM00525n,"1D-myo-inositol-1,4,5,6-tetrakisphosphate",1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
MAM00526c,"1D-myo-inositol-1,4-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00526n,"1D-myo-inositol-1,4-bisphosphate",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
MAM00527c,"1D-myo-inositol-3,4,5,6-tetrakisphosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00528c,"1D-myo-inositol-3,4-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00529c,"1D-myo-inositol-3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00530c,"1D-myo-inositol-4-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00531c,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00531n,"1D-myo-inositol-bisdiphosphate-tetrakisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00532c,"1-hexadecylglycerol-3-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00533c,"1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00534c,"1-lyso-2-arachidonoyl-phosphatidate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00535c,"1-lysolecithin pool",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00536c,"1-methylnicotinamide",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
MAM00536e,"1-methylnicotinamide",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00537c,"1-methylpyrrolinium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00538c,"1-naphthol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00539c,"1-naphthylamine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00540c,"1-nitro-5,6-dihydroxy-dihydronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00541c,"1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00542c,"1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00543c,"1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00544c,"1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00545c,"1-nitronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00545e,"1-nitronaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00546c,"1-nitronaphthalene-5,6-oxide",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00547c,"1-nitronaphthalene-7,8-oxide",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00548c,"1-nitrosonaphthalene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00549c,"1-organyl-2-lyso-sn-glycero-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00549e,"1-organyl-2-lyso-sn-glycero-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00550x,"1-palmitoyl-dihydroxyacetone-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00551c,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00551n,"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00552c,"1-phosphatidyl-1D-myo-inositol-3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00552n,"1-phosphatidyl-1D-myo-inositol-3-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00552r,"1-phosphatidyl-1D-myo-inositol-3-phosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00553c,"1-phosphatidyl-1D-myo-inositol-4-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00553n,"1-phosphatidyl-1D-myo-inositol-4-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00554c,"1-phosphatidyl-1D-myo-inositol-5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00554g,"1-phosphatidyl-1D-myo-inositol-5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00554n,"1-phosphatidyl-1D-myo-inositol-5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00554r,"1-phosphatidyl-1D-myo-inositol-5-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00555c,"1-phosphatidyl-myo-inositol-3,5-bisphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00555g,"1-phosphatidyl-myo-inositol-3,5-bisphosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00555r,"1-phosphatidyl-myo-inositol-3,5-bisphosphate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00556c,"1-piperideine-6-carboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00556x,"1-piperideine-6-carboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00557c,"1-pyrroline",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00557m,"1-pyrroline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00558c,"1-pyrroline-2-carboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00559c,"1-pyrroline-5-carboxylate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00559m,"1-pyrroline-5-carboxylate",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
MAM00560c,"1-radyl-2-acyl-sn-glycero-3-phosphocholine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00561m,"2-(alpha-hydroxyethyl)thiamine-diphosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00562m,"2(R),6-dimethyl-heptanoyl-CoA",1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0
MAM00563c,"2(S),6-dimethyl-heptanoyl-CoA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00563m,"2(S),6-dimethyl-heptanoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00564x,"2(S)-pristanal",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00565c,"2-(S-glutathionyl)acetyl chloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00566c,"2-(S-glutathionyl)acetyl glutathione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00567c,"2,2-dichloro-1,1-ethanediol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00568c,"2,2-dichloroacetaldehyde",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00569c,"2,3-bisphospho-D-glycerate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00570c,"2,3-cyclic-UMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00571c,"2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00572c,"2,3-diketo-5-methylthiopentyl-1-phosphate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00573c,"2,3-diketo-L-gulonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00574c,"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
MAM00574n,"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
MAM00575c,"2,5-diaminopyrimidine nucleoside triphosphate",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
MAM00575n,"2,5-diaminopyrimidine nucleoside triphosphate",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1
MAM00576c,"2,5-dihydroxybenzoate",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00577c,"2,6-dimethylheptanoyl-carnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00577m,"2,6-dimethylheptanoyl-carnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00577e,"2,6-dimethylheptanoyl-carnitine",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00578m,"2,6-dimethyl-trans-2-heptenoyl-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00579c,"20alpha,22beta dihydroxycholesterol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00579m,"20alpha,22beta dihydroxycholesterol",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAM00580c,"20alpha-hydroxy-4-pregnen-3-one",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00580e,"20alpha-hydroxy-4-pregnen-3-one",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00581m,"20-CoA-20-oxo-18r-hydroxy-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00581x,"20-CoA-20-oxo-18r-hydroxy-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00582c,"20-CoA-20-oxo-LTB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00582m,"20-CoA-20-oxo-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00582x,"20-CoA-20-oxo-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00582r,"20-CoA-20-oxo-LTB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAM00583c,"20-COOH-10,11-dihydro-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00583m,"20-COOH-10,11-dihydro-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00583x,"20-COOH-10,11-dihydro-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00584x,"20-COOH-18-oxo-LTE4-CoA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00585c,"20-COOH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAM00585m,"20-COOH-LTB4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
