Genes,GeneShortNames,UsedReactions,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2+,Fibroblast_Tumor_FGFR2+,Fibroblast_Normal_ICAM1+,Fibroblast_Tumor_ICAM1+,Fibroblast_Normal_FAP+,Fibroblast_Tumor_FAP+,Fibroblast_Normal_ICAM1-,Fibroblast_Tumor_ICAM1-,Fibroblast_Normal_MFAP5+,Fibroblast_Tumor_MFAP5+,Fibroblast_Normal_CD73+,Fibroblast_Tumor_CD73+,Fibroblast_Normal_DES+,Fibroblast_Tumor_DES+,Macrophage_Normal_THBS1+,Macrophage_Tumor_THBS1+,Macrophage_Normal_VCAN+,Macrophage_Tumor_VCAN+,Macrophage_Normal_MARCO+,Macrophage_Tumor_MARCO+
ENSG00000146733,PSPH,"MAR03843",0,0,0,0,0,0,0,0,0,0,0,89.0234077051451,0,0,0,0,0,0,0,0,0,0
ENSG00000147003,CLTRN,"MAR06860, MAR07194, MAR09869, MAR09871, MAR09872, MAR09876, MAR09888, MAR09891, MAR09892, MAR09895, MAR09898, MAR09904, MAR09907, MAR09908, MAR09909, MAR11791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147100,SLC16A2,"MAR06055, MAR06056",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,0,0,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,0,0,0,0,0,0
ENSG00000147119,CHST7,"MAR06829, MAR07492, MAR07519, MAR07522, MAR07537, MAR07552, MAR07553, MAR07371, MAR07452, MAR07481, MAR04549",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147123,NDUFB11,"MAR06921",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147155,EBP,"MAR01512, MAR01553, MAR00443, MAR02339",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147160,AWAT2,"MAR06635, MAR06639, MAR06671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147162,OGT,"MAR00765, MAR00924, MAR00925, MAR00926",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147224,PRPS1,"MAR04052",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,0,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147383,NSDHL,"MAR01495, MAR01496, MAR01505, MAR01546, MAR01551, MAR00113, MAR00114, MAR00117, MAR00118",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147408,CSGALNACT1,"MAR07206, MAR07494, MAR07496, MAR07521, MAR07536, MAR12002, MAR12003",0,0,0,0,0,0,0,71.2139443759567,0,0,0,0,0,0,0,0,142.574081012197,0,142.574081012198,0,142.574081012197,0
ENSG00000147416,ATP6V1B2,"MAR00080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147454,SLC25A37,"MAR05420",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147465,STAR,"MAR01924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147535,PLPP5,"MAR00767, MAR00596, MAR00597, MAR00598, MAR00599, MAR00600, MAR00601, MAR00602, MAR01352, MAR07598",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147548,NSD3,"MAR04241, MAR06975, MAR06976, MAR06977, MAR08025, MAR08026, MAR08027",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147576,ADHFE1,"MAR03905, MAR08502, MAR08507, MAR08508, MAR08530, MAR06756, MAR01129, MAR01130, MAR01131, MAR01288, MAR01684, MAR06631, MAR06633, MAR04561, MAR07038, MAR04202, MAR02858, MAR20013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147606,SLC26A7,"MAR01914, MAR04946, MAR06058, MAR06534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147614,ATP6V0D2,"MAR07799, MAR00080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,0,142.574081012197,142.574081012197
ENSG00000147647,DPYS,"MAR04346, MAR04736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147669,POLR2K,"MAR07161, MAR07162",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000147684,NDUFB9,"MAR06921",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147804,SLC39A4,"MAR05989",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,0,0,0,71.2139443759567,0,89.0234077051451,0,0,89.0008927885529,71.2921385935629,0,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,0,142.574081012197
ENSG00000147813,NAPRT,"MAR04254",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147853,AK3,"MAR04002, MAR04004, MAR04480, MAR07801",71.2410360926263,89.1088006326235,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000147854,UHRF2,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147872,PLIN2,"MAR00031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148057,IDNK,"MAR04476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.930560759148,0,0,0,0,0,0,0
ENSG00000148090,AUH,"MAR08516, MAR03775, MAR08664, MAR09565, MAR09567, MAR05999, MAR11514",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,0,142.574081012198,0,0,142.574081012197,142.574081012197
ENSG00000148154,UGCG,"MAR00761, MAR08248",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148218,ALAD,"MAR04744",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012197,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148229,POLE3,"MAR07160",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148288,GBGT1,"MAR00765, MAR08198, MAR00810, MAR00865, MAR00879, MAR00924, MAR00925, MAR00926",0,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,0,106.812764140055,0,106.828089246174,0,0,0,89.0008927885529,71.2921385935629,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148334,PTGES2,"MAR02583, MAR02584, MAR08560, MAR01312, MAR01394",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148344,PTGES,"MAR02583, MAR02584, MAR01050, MAR01053, MAR01054, MAR01119, MAR01120, MAR01121, MAR01122, MAR08560, MAR01312, MAR01367, MAR01370, MAR01379, MAR01384, MAR01394, MAR01398",0,0,0,106.938207890344,0,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,0,0,0,0,0,0,0,0
ENSG00000148356,LRSAM1,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148377,IDI2,"MAR01454, MAR01468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148384,INPP5E,"MAR06552, MAR08817",71.2410360926263,89.1088006326229,0,0,0,89.0258942165223,0,0,106.828089246174,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,0
ENSG00000148459,PDSS1,"MAR06901",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012198,0,0,0
ENSG00000148606,POLR3A,"MAR07161, MAR07162",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000148634,HERC4,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148672,GLUD1,"MAR03802, MAR03804",71.2410360926263,89.1088006326234,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935628,89.1754968908046,124.752320885673,124.845695647126,124.845695647126,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148795,CYP17A1,"MAR01933, MAR01991, MAR07936, MAR07937, MAR07938, MAR01944, MAR01945, MAR01958, MAR01959, MAR01960, MAR01981, MAR01985, MAR01987, MAR01999, MAR02000, MAR02001, MAR02723, MAR02751, MAR03257",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,0,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,0,142.574081012197
ENSG00000148832,PAOX,"MAR06958, MAR06959, MAR06961, MAR06962, MAR06963, MAR06964, MAR20114",0,0,0,0,0,89.0258942165223,0,0,0,0,0,89.0234077051451,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,0,142.574081012197,0
ENSG00000148834,GSTO1,"MAR06723, MAR06811, MAR06815, MAR06820, MAR06824, MAR06883, MAR06886, MAR01050, MAR01053, MAR01054, MAR01119, MAR01120, MAR01121, MAR01122, MAR02068, MAR02069, MAR02070, MAR02071, MAR02072, MAR02073, MAR02074, MAR02075, MAR02083, MAR02084, MAR02085, MAR02086, MAR02095, MAR02096, MAR02097, MAR02098, MAR02106, MAR02107, MAR02108, MAR02109, MAR02110, MAR02111, MAR02112, MAR02113, MAR01367, MAR01370, MAR01379, MAR01384, MAR01398, MAR06995, MAR06998, MAR07003, MAR07013, MAR07022, MAR07029, MAR07041, MAR07050, MAR07079, MAR07080, MAR07083, MAR07084, MAR07089, MAR07092, MAR07093, MAR07097, MAR07100, MAR07103",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000148942,SLC5A12,"MAR05450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149016,TUT1,"MAR07161, MAR07162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149084,HSD17B12,"MAR02307, MAR02317, MAR02326, MAR02334, MAR02343, MAR02348, MAR02354, MAR02362, MAR02191, MAR02202, MAR02208, MAR02212, MAR02217, MAR02260, MAR02264, MAR02268, MAR02478, MAR02489, MAR02499, MAR02516, MAR02524, MAR02533, MAR02541, MAR02387, MAR02397, MAR02417, MAR02426, MAR02434, MAR01074, MAR01228, MAR01229, MAR01230, MAR07968, MAR02041, MAR01973, MAR01974, MAR02036",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759566,106.828089246174,89.0234077051451,106.828089246174,89.0234077051464,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012199,142.574081012197,142.373378988295,142.574081012197,142.574081012197
ENSG00000149089,APIP,"MAR05386",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149091,DGKZ,"MAR00604, MAR00141",71.2410360926263,89.1088006326229,0,0,88.9088916492343,89.0258942165223,0,71.2139443759567,0,0,0,89.0234077051451,0,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149124,GLYAT,"MAR03750, MAR03771, MAR03772, MAR03782, MAR03743, MAR08796, MAR10459, MAR11502, MAR11509, MAR11555, MAR11562",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,0,89.0234077051451,0,0,106.930560759148,124.752320885673,142.574081012197,0,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149150,SLC43A1,"MAR05070, MAR05073, MAR05074, MAR05076, MAR05077, MAR05078, MAR05079, MAR05080, MAR05082, MAR05084, MAR05085, MAR05087, MAR05088, MAR05089, MAR05091, MAR05092, MAR05441, MAR09274, MAR09403",0,0,0,0,88.9088916492343,0,0,0,0,0,0,0,89.0008927885529,71.2921385935629,0,0,0,0,0,0,0,0
ENSG00000149313,AASDHPPT,"MAR04500",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149380,P4HA3,"MAR04776, MAR04777",0,0,0,0,0,0,0,71.2139443759567,0,0,0,0,0,71.2921385935629,0,124.752320885673,0,0,0,0,0,0
ENSG00000149435,GGTLC1,"MAR08769, MAR01084, MAR08548",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000149452,SLC22A8,"MAR09588, MAR09576, MAR09884, MAR11223, MAR11518, MAR11731, MAR11734, MAR11811, MAR11812, MAR11813, MAR11814",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149476,TKFC,"MAR07755",0,89.1088006326229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000149485,FADS1,"MAR02359, MAR02365, MAR02472, MAR02484, MAR02505, MAR02368, MAR02380, MAR00152, MAR00181, MAR00186",0,89.1088006326234,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246172,89.0234077051423,0,89.0234077051451,0,71.2921385935629,0,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988296,142.574081012197,142.574081012197
ENSG00000149527,PLCH2,"MAR00663, MAR06559, MAR08822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149541,B3GAT3,"MAR07205",0,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000149742,SLC22A9,"MAR02600, MAR02603, MAR02606, MAR02609, MAR02612, MAR02616, MAR02621, MAR02624, MAR02629, MAR02634, MAR02638, MAR02644, MAR02649, MAR02652, MAR02655, MAR02658, MAR02661, MAR02664, MAR02667, MAR02670, MAR02673, MAR02676, MAR02679, MAR02682, MAR02685, MAR02688, MAR02691, MAR02695, MAR02700, MAR02703, MAR02706, MAR02709, MAR02712, MAR02715, MAR02718, MAR02722, MAR02727, MAR02731, MAR02734, MAR02737, MAR02740, MAR02744, MAR02748, MAR02753, MAR02757, MAR02760, MAR02764, MAR02769, MAR02772, MAR02775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149782,PLCB3,"MAR00663, MAR06559, MAR08818, MAR08822",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,106.828089246174,89.0234077051451,0,0,106.930560759148,124.752320885673,142.574081012197,0,142.574081012198,142.373378988295,0,0
ENSG00000149809,TM7SF2,"MAR01484, MAR01540, MAR00101, MAR03420, MAR03434",71.2410360926263,89.1088006326229,0,0,0,89.0258942165223,0,0,0,0,0,0,0,0,0,0,142.574081012197,142.574081012198,0,142.373378988295,142.574081012197,0
ENSG00000149925,ALDOA,"MAR04375, MAR08762, MAR04356, MAR08773",71.2410360926263,89.1088006326234,106.930560759148,106.938207890344,88.9088916492343,0,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935628,106.930560759148,124.752320885673,142.574081012197,142.574081012197,142.574081012197,142.373378988295,142.574081012197,142.574081012197
ENSG00000149929,HIRIP3,"MAR02498, MAR02523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150540,HNMT,"MAR04429, MAR03915, MAR11777",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000150656,CNDP1,"MAR04607, MAR04427, MAR06861, MAR06898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150712,MTMR12,"MAR06543",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,106.828089246174,89.0234077051451,0,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,0,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000150768,DLAT,"MAR06412, MAR20069",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012198,142.574081012197
ENSG00000150787,PTS,"MAR04163, MAR08738",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000150867,PIP4K2A,"MAR06554, MAR08826, MAR03004, MAR03325",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151005,TKTL2,"MAR04404, MAR04501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151012,SLC7A11,"MAR04931, MAR05719",71.2410360926263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151092,NGLY1,"MAR09531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151093,OXSM,"MAR02152, MAR02156, MAR02160, MAR02164, MAR02168, MAR02173, MAR02178, MAR00158, MAR02322, MAR02781",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,0,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,0
ENSG00000151148,UBE3B,"MAR09491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151151,IPMK,"MAR06568, MAR06573, MAR06574, MAR08799, MAR08800, MAR08803, MAR08804, MAR08805, MAR10067",71.2410360926263,89.1088006326229,0,0,0,89.0258942165223,0,71.2139443759567,106.828089246174,89.0234077051451,0,89.0234077051451,0,0,0,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151224,MAT1A,"MAR03875, MAR07139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151229,SLC2A13,"MAR04861, MAR09611",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,0,0,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151348,EXT2,"MAR07208, MAR07209, MAR07210, MAR07211, MAR07212, MAR07213, MAR07214, MAR07215",0,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,0,142.574081012198,0,0,0,0
ENSG00000151360,ALLC,"MAR06601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151366,NDUFC2,"MAR06921",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051451,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151376,ME3,"MAR04087, MAR04091",71.2410360926263,89.1088006326229,0,0,0,0,0,0,0,0,0,0,0,0,0,124.752320885673,0,0,0,0,0,0
ENSG00000151418,ATP6V1G3,"MAR00080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151498,ACAD8,"MAR03212, MAR03163, MAR04480",71.2410360926263,89.1088006326229,106.930560759148,106.938207890344,0,89.0258942165223,106.812764140055,71.2139443759567,0,0,106.828089246174,89.0234077051451,89.0008927885529,0,0,124.752320885673,0,0,0,0,142.574081012197,0
ENSG00000151552,QDPR,"MAR03925, MAR04523",71.2410360926263,0,106.930560759148,106.938207890344,88.9088916492343,89.0258942165223,106.812764140055,71.2139443759567,106.828089246174,89.0234077051451,106.828089246174,89.0234077051452,89.0008927885529,71.2921385935629,106.930560759148,124.752320885673,142.574081012197,142.574081012198,142.574081012198,142.373378988295,142.574081012197,142.574081012197
ENSG00000151576,QTRT2,"MAR09518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151611,MMAA,"MAR08615, MAR08616, MAR08614",-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
ENSG00000151632,AKR1C2,"MAR02003, MAR02016, MAR02017, MAR02018, MAR02019, MAR01599, MAR01676, MAR07005, MAR07059",0,0,0,0,0,0,0,0,0,0,106.828089246174,89.0234077051451,89.0008927885529,0,106.930560759148,0,0,0,0,142.373378988295,142.574081012197,0
